"","Yield_g","TSW","Lysine.14.mgG"
"1445",10.186,3.330882353,54.95764659
"1446",6.331,3,60.08781153
"1447",5.626,1.994318182,52.55400704
"1448",4.106,1.251162791,55.02120481
"1449",0.776,2.341389728,51.81451615
"1450",4.748,1.721919302,52.32635841
"1451",3.039,2.531623932,55.77259425
"1452",6.27,2.114583333,50.95014761
"1453",5.189,2.386029412,51.03322658
"1454",3.872,2.323124043,52.8582981
"1455",3.789,1.993288591,52.76575293
"1456",6.793,2.140730717,52.82975076
"1457",5.055,2.69829222,56.80934397
"1458",6.69,3.144092219,58.81236245
"1459",6.583,2.035409035,56.73520703
"1460",1.748,1.128782002,49.07286955
"1461",6.031,2.885214008,58.22892015
"1462",6.553,2.039473684,50.80525412
"1463",6.33,2.306010929,51.57741422
"1464",4.622,2.355902778,51.0870567
"1465",0.616,1.872727273,52.59468115
"1466",8.537,3.053719008,57.06768796
"1467",6.009,2.15370019,51.83394953
"1468",2.697,2.1296875,55.75975027
"1469",7.015,1.929539295,53.21927521
"1470",5.248,2.31703204,57.24038077
"1471",4.278,2.322183099,60.95236354
"1472",7.968,2.905,59.03883453
"1473",0.998,1.449275362,58.81622196
"1474",5.525,3.163636364,53.88735435
"1475",8.825,2.661290323,59.02036363
"1476",8.259,3.479120879,63.85931008
"1477",2.624,2.504816956,56.04278025
"1478",7.199,2.674157303,56.87994193
"1479",7.376,2.311258278,54.70257919
"1480",8.26,3.428278689,59.07099222
"1481",6.898,3.141078838,58.84596324
"1482",8.726,3.337899543,62.46592256
"1483",8.275,1.872770511,58.59735552
"1484",5.901,3.142566191,56.18138573
"1485",11.136,3.603491272,57.41251537
"1486",6.533,3.257907543,56.21045267
"1487",8.154,3.185263158,57.88943445
"1488",7.021,2.258015267,57.04063881
"1489",6.197,3.863402062,54.01989656
"1490",6.24,1.963662791,50.76428222
"1491",1.585,2.360068259,52.24564311
"1492",1.944,1.688073394,52.14189392
"1493",1.024,2.576826196,57.50487335
"1494",2.797,2.361818182,52.34547378
"1495",8.176,3.702479339,55.61470006
"1496",3.046,2.364273205,56.62037259
"1497",5.195,2.641547862,53.17467546
"1498",0.891,2.213759214,54.79449825
"1499",6.482,2.224734043,55.33827015
"1500",9.615,3.555873926,59.68416161
"1501",3.256,3.415204678,54.47616071
"1502",3.501,2.004470939,59.3814632
"1503",9.343,3.037861915,57.14923591
"1504",6.551,1.802721088,54.71520281
"1505",10.669,2.995215311,51.70653841
"1506",7.098,2.985915493,57.7152705
"1507",6.48,2.228070175,57.55021457
"1508",6.265,2.246179966,53.92116908
"1509",7.535,2.444976077,50.39609874
"1510",5.665,2.016248154,53.88432313
"1511",6.088,2.165266106,52.30805932
"1512",4.203,2.320534224,51.42183999
"1513",6.101,2.489396411,53.32720522
"1514",6.673,2.459662289,54.32183545
"1515",2.931,1.655172414,51.47013207
"1516",6.054,2.263543192,54.79700532
"1517",2.391,1.512773723,50.85750627
"1518",7.576,2.121297602,51.35219929
"1519",0.752,2.491467577,55.51944535
"1520",5.247,1.86939314,52.77226141
"1521",7.371,3.510791367,55.38832852
"1522",5.998,3.247311828,52.30730008
"1523",7.997,2.906197655,56.11944375
"1524",10.077,2.678868552,53.42681101
"1525",6.04,2.468686869,53.09609763
"1526",10.69,3.854103343,58.94938655
"1527",7.838,3.587692308,57.05744975
"1528",4.396,2.385585586,56.07159253
"1529",7.947,2.381342062,58.27819374
"1530",5.293,2.306153846,59.16797207
"1531",7.843,2.278625954,56.25924988
"1532",2.599,2.286415712,59.67000387
"1533",5.135,3.63902439,54.60598725
"1534",4.845,3.052738337,57.32847006
"1535",7.484,1.952732644,52.75977782
"1536",11.115,3.295165394,56.79715925
"1537",5.756,1.642391304,51.28741942
"1538",8.192,2.748971193,55.21481664
"1539",7.748,2.787418655,54.96724568
"1540",6.635,1.853483607,53.7480001
"1541",0,1.879746835,54.42715459
"1542",3.948,3.31773399,57.10491467
"1543",11.358,3.539568345,55.89431333
"1544",0.261,1.887323944,57.70450345
"1545",9.711,2.9168357,55.43430526
"1546",0.01,1.927380952,51.0606158
"1547",6.636,1.601156069,55.14175797
"1548",9.177,2.347107438,53.65602675
"1549",8.809,2.769983687,53.48036909
"1550",7.278,3.021645022,51.5442918
"1551",7.95,1.706221198,51.00959363
"1552",3.682,2.43620178,52.57307624
"1553",9.222,3.673076923,58.806981
"1554",7.784,3.229357798,53.14744749
"1555",2.818,2.54159292,52.20943523
"1556",3.091,2.458181818,52.86420461
"1557",0.027,1.374449339,61.07577167
"1558",5.332,2.484011628,56.17704327
"1559",7.077,4.574018127,54.13453967
"1560",8.503,2.288261516,57.78937708
"1561",1.891,1.953741497,51.77738651
"1562",3.505,2.263157895,57.84949005
"1563",8.505,3.604494382,52.7793264
"1564",0.752,1.06970128,52.68273334
"1565",2.671,2.47858473,54.57832393
"1566",8.851,3.10106383,52.57242633
"1567",8.874,3.786885246,54.80025237
"1568",7.351,2.160392799,51.96003067
"1569",7.435,1.616289593,51.38699099
"1570",4.762,2.419354839,54.54381021
"1571",3.847,2.072096128,52.87642903
"1572",5.537,2.17440225,53.08127904
"1573",6.89,2.806921676,57.20881795
"1574",2.013,4.309815951,57.43259028
"1575",6.912,2.802980132,54.22490387
"1576",5.524,3.561702128,51.88816956
"1577",8.346,3.952112676,59.64273564
"1578",2.371,3.843243243,57.60077335
"1579",9.116,3.161921708,57.18558229
"1580",6.456,3.367541766,54.7862242
"1581",6.905,2.994011976,53.08264421
"1582",3.741,2.240487062,53.04861839
"1583",5.153,2.021301775,52.90230893
"1584",4.35,1.323144105,55.31669419
"1585",5.993,2.4,50.98298351
"1586",3.444,3.608272506,64.18915458
"1587",7.148,2.332805071,56.57546702
"1588",4.054,3.229508197,55.75991823
"1589",6.196,2.852125693,54.45829902
"1590",7.198,3.442176871,54.28837094
"1591",4.781,2.261627907,59.36515486
"1592",6.267,2.154069767,53.51130658
"1593",2.288,2.7734375,53.40755917
"1594",7.344,2.803278689,56.63554441
"1595",4.75,2.113590264,57.93625709
"1596",3.52,2.070080863,54.25557671
"1597",0.983,2.628342246,53.30592482
"1598",3.038,1.602520046,55.86049344
"1599",1.249,1.54534005,50.96412823
"1600",9.816,3.35915493,58.54107531
"1601",3.71,3.107070707,54.73488955
"1602",1.453,2.821359223,56.01137605
"1603",1.327,1.29970617,50.92597682
"1604",2.838,2.702791461,51.29513706
"1605",7.617,2.170144462,53.70434862
"1606",5.215,1.848563969,52.17554358
"1607",3.282,1.672278339,54.4181889
"1608",3.765,1.684430512,51.41530196
"1609",12.53,3.183794466,55.86672242
"1610",3.624,2.029787234,51.8624186
"1611",1.021,1.784965035,56.41216367
"1612",9.001,2.768852459,56.51674703
"1613",6.276,2.781085814,56.55461389
"1614",6.645,1.931956258,52.31538514
"1615",5.916,3.048218029,51.37718932
"1616",7.188,2.312286689,55.87134333
"1617",5.881,3.209677419,51.11534666
"1618",5.084,3.073500967,54.9940046
"1619",9.823,3.455223881,55.93077502
"1620",7.661,2.554276316,58.49882018
"1621",7.886,2.739478958,54.00631543
"1622",6.114,2.557575758,53.99947645
"1623",5.461,3.653846154,60.22490737
"1624",6.541,2.465408805,53.27180908
"1625",6.323,2.298555377,53.94925699
"1626",2.42,3.674311927,57.772723
"1627",0.454,2.035874439,52.18143507
"1628",4.084,1.711283186,52.92303172
"1629",7.962,2.599297012,54.82279596
"1630",0.183,2.18469657,54.24891937
"1631",6.032,2.347457627,52.51655766
"1632",1.319,1.467185762,57.669002
"1633",1.054,1.670364501,56.05117088
"1634",7.751,2.970521542,56.20927461
"1635",2.722,2.965665236,57.93788028
"1636",6.084,2.893542757,55.14734426
"1637",4.229,1.936692506,53.02783302
"1638",4.044,2.675182482,54.66097006
"1639",0.532,2,62.35622426
"1640",0,1.744618395,50.98831191
"1641",5.138,1.937921727,53.3974109
"1642",1.072,0.975432211,50.45274623
"1643",3.069,2.96460177,57.50857513
"1644",4.876,2.153958944,52.77374435
"1645",0.951,1.611864407,56.85400636
"1646",3.2,1.921568627,52.89311071
"1647",5.755,1.772413793,51.44528246
"1648",4.893,2.119214586,50.06428257
"1649",0.125,3.311881188,51.24703825
"1650",6.397,1.818523154,49.79785632
"1651",5.703,2.517301038,54.48301765
"1652",0.39,2.03125,54.54115445
"1653",6.469,2.488408037,56.40702826
"1654",5.513,1.819575472,51.30796937
"1655",7.252,2.270103093,51.24703825
"1656",5.663,2.535460993,55.95815804
"1657",6.108,2.907526882,52.15011254
"1658",4.261,2.015060241,52.59401155
"1659",3.704,1.911016949,54.72654822
"1660",10.131,3.276803119,56.52988524
"1661",2.585,2.741573034,59.3235962
"1662",2.988,1.864064603,52.63420236
"1663",5.881,1.207953604,55.03597858
"1664",7.693,2.581573896,56.80065593
"1665",9.516,3.75862069,58.41930538
"1666",5.762,2.070552147,52.13536671
"1667",5.438,2.149492017,53.21826528
"1668",4.834,2.611599297,52.96064851
"1669",9.116,3.031007752,53.38278776
"1670",2.828,1.067315491,52.64654229
"1671",9.365,3.604221636,56.84176536
"1672",8.206,2.961770624,55.89775814
"1673",9.526,3.885583524,54.48458327
"1674",7.795,3.410989011,57.84068599
"1675",2.691,3.056234719,51.23602714
"1676",3.627,2.214592275,52.4354897
"1677",2.393,1.030981067,59.17204406
"1678",2.138,1.543902439,52.82514021
"1679",4.671,2.071322437,53.58642623
"1680",5.398,3.428223844,54.88487163
"1681",7.595,2.567873303,53.22323371
"1682",3.379,2.644680851,56.36759498
"1683",3.985,1.928362573,53.10186032
"1684",2.127,1.748730964,56.7781457
"1685",6.825,2.282127031,52.56866687
"1686",5.372,3.376119403,54.49824177
"1687",0,1.7825,52.82514021
"1688",1.553,2.56374502,55.99578901
"1689",1.204,3.520467836,58.32939513
"1690",5.27,3.403050109,53.99799141
"1691",6.643,2.56614786,53.83681898
"1692",3.916,2.065466448,54.09667532
"1693",4.572,1.710327456,54.47785101
"1694",1.723,1.805839416,53.85917171
"1695",3.015,1.795221843,52.36463918
"1696",1.669,2.409708738,53.92740014
"1697",2.499,2.654545455,56.8045969
"1698",1.988,2.635514019,54.14589849
"1699",4.739,2.034482759,53.91311979
"1700",2.373,1.671728972,54.36361094
"1701",4.953,3.563146998,53.26446595
"1702",6.718,2.981220657,52.67432895
"1703",2.033,2.039187228,53.63779992
"1704",3.276,2.882242991,57.114679
"1705",2.18,3.326403326,55.90272888
"1706",4.204,2.844202899,57.36391145
"1707",3.087,2.009146341,50.9627804
"1708",5.292,2.291866029,54.38454164
"1709",2.873,3.204,50.92287451
"1710",4.607,1.604912999,53.58652454
"1711",5.143,1.73580786,50.27397794
"1712",4.176,2.596622889,57.19836544
"1713",2.652,1.826506024,50.44816697
"1714",0.77,1.64882227,57.35203434
"1715",4.427,2.680645161,55.67039616
"1716",0.522,1.047520661,49.07286955
"1717",4.644,2.49689441,50.1384446
"1718",4.86,2.203504043,54.56531562
"1719",3.007,3.544,56.93258685
"1720",0.104,2.615835777,52.08100455
"1721",0.048,1.148584906,49.07286955
"1722",4.346,2.151162791,56.03222485
"1723",1.445,2.293650794,56.70704757
"1724",1.914,1.8293601,51.38145593
"1725",6.58,2.150344828,50.63477357
"1726",5.37,2.199687988,54.61930679
"1727",3.801,2.287812041,52.003204
"1728",2.14,1.653638814,56.47897503
"1729",0.614,1.832335329,52.37754163
"1730",7.334,1.53744856,53.80133819
"1731",4.509,2.171526587,53.9102496
"1732",1.082,1.837011885,60.50632174
"1733",0.1,1.040076336,55.51497106
"1734",0.413,1.290625,61.07577167
"1735",0.338,1.118811881,50.45274623
"1736",3.099,2.146484375,51.88045413
"1737",2.142,3.033864542,58.27955146
"1738",2.798,1.814485388,55.00324348
"1739",6.932,1.619148936,51.15613495
"1740",1.15,1.378896882,55.65887127
"1741",0.63,1.474418605,55.18599214
"1742",1.925,2.671480144,54.54062785
"1743",3.598,1.656750572,55.31636585
"1744",2.44,1.253355705,54.90218093
"1745",3.993,2.370588235,56.33889747
"1746",0.855,2.694968553,51.87418742
"1747",2.934,1.588293651,54.04964822
"1748",3.898,2.794223827,53.67914102
"1749",2.21,1.393566698,56.90449013
"1750",3.848,1.941262849,52.94403964
"1751",0,1.927639383,56.06822892
"1752",4.335,2.363192182,54.41771726
"1753",3.59,2.195266272,52.38348769
"1754",0,1.630747126,52.38803765
"1755",4.648,3.270935961,53.41033065
"1756",0.155,2.351170569,54.12363698
"1757",2.838,1.502159827,55.02340608
"1758",5.059,2.708688245,55.34468061
"1759",0.515,1.795138889,53.07068295
"1760",2.879,3.487025948,56.22355342
"1761",3.854,2.021126761,50.84737864
"1762",4.17,4.021472393,58.82037563
"1763",5.9,2.416666667,53.93977804
"1764",3.787,3.61707989,53.46471029
"1765",1.471,2.177514793,54.20517891
"1766",7.958,2.69488189,55.41481219
"1767",2.965,1.995951417,61.71868538
"1768",5.633,1.518410853,52.62267129
"1769",4.04,1.719688543,55.25771338
"1770",3.937,1.990691489,53.72763885
"1771",1.104,1.914930556,57.55674728
"1772",0.168,1.070512821,56.98243102
"1773",3.307,1.62854251,52.36675991
"1774",4.386,2.205761317,54.79757289
"1775",11.051,4.358552632,59.18566542
"1776",8.581,3.017777778,60.2001866
"1777",7.447,2.373655914,56.44010387
"1778",7.517,3.30738523,54.60881502
"1779",9.872,3.605744125,58.56553391
"1780",5.907,2.341736695,58.99091426
"1781",9.934,3.36123348,62.14137234
"1782",9.099,3.566037736,55.39222611
"1783",9.951,3.124031008,57.38546747
"1784",10.4,2.688495575,59.3959048
"1785",9.917,2.794520548,57.64872964
"1786",10.934,3.276923077,56.63166152
"1787",9.058,3.660477454,61.99670977
"1788",9.478,3.819070905,58.79647621
"1789",7.135,2.661458333,55.45190887
"1790",10.556,3.574938575,55.49726874
"1791",2.558,3.166134185,58.15333093
"1792",6.159,3.450643777,57.95041455
"1793",9.88,4.73943662,59.40602769
"1794",9.672,4.373913043,56.90195493
"1795",10.3,3.823383085,59.56209719
"1796",8.186,2.85316847,57.42383707
"1797",8.418,3.594298246,58.92687279
"1798",8.255,2.323809524,56.35227152
"1799",9.878,3.131034483,58.85088908
"1800",8.57,2.805293006,60.96272141
"1801",7.786,2.831041257,57.66536046
"1802",9.767,3.003824092,60.4073967
"1803",8.585,2.750980392,57.63780565
"1804",10.301,3.231357553,59.51018725
"1805",10.394,3.051229508,59.30725056
"1806",8.249,3.576142132,60.1444539
"1807",4.402,1.954207921,52.63524985
"1808",2.663,1.272171254,54.90218093
"1809",1.317,1.974512744,55.99705305
"1810",5.113,2.120481928,51.65164979
"1811",5.573,3.252873563,54.31503161
"1812",3.703,1.815848214,52.99176348
"1813",5.402,1.788013319,51.11726
"1814",4.311,2.468809074,51.82681982
"1815",5.134,2.098885794,51.44555126
"1816",8.074,2.068376068,54.66044815
"1817",7.679,2.884691849,57.23240466
"1818",11.045,3.701117318,57.61261764
"1819",9.989,2.845841785,56.35614988
"1820",3.115,1.080822924,49.31882269
"1821",6.375,2.582010582,60.23252138
"1822",4.527,1.780701754,49.72334978
"1823",6.129,2.474916388,52.37847985
"1824",5.571,2.324695122,50.509075
"1825",1.913,1.828070175,53.13276982
"1826",8.604,2.878143133,59.24902066
"1827",7.179,1.554536188,53.06526804
"1828",3.572,1.829009434,56.57740289
"1829",7.012,1.962758621,54.28220122
"1830",8.146,2.658578856,56.44758426
"1831",6.202,2.426870748,59.3757363
"1832",10.362,3.204705882,60.74122357
"1833",0.271,1.603550296,54.05377034
"1834",5.681,3.36761488,54.44965887
"1835",8.692,2.408304498,61.89613194
"1836",9.378,3.3014862,53.91344187
"1837",3.597,3.39800995,56.51415943
"1838",7.265,2.696078431,57.05096133
"1839",9.808,2.688766114,55.05539609
"1840",7.993,3.011583012,59.24862871
"1841",7.944,3.153398058,58.34332068
"1842",9.295,3.410204082,58.71520638
"1843",10.369,4.070866142,58.99911079
"1844",7.034,3.217002237,56.5186544
"1845",9.182,3.12522686,59.38393421
"1846",7.636,3.013207547,58.65680939
"1847",7.979,3.123931624,61.1059574
"1848",8.983,3.74015748,58.71988359
"1849",7.067,3.68321513,53.80135611
"1850",3.965,1.783606557,51.50938017
"1851",0.656,1.792349727,54.42715459
"1852",4.433,1.410484669,53.19446281
"1853",2.504,3.2,56.8158215
"1854",4.761,2.325123153,52.45106725
"1855",7.526,3.232608696,56.24257257
"1856",1.273,2.366171004,52.91709203
"1857",6.84,2.391176471,51.65876472
"1858",2.336,2.761658031,54.03567912
"1859",5.469,2.75,55.0493073
"1860",12.086,2.93040293,59.32373274
"1861",8.79,2.313753582,54.66480455
"1862",5.499,2.059654631,60.18931492
"1863",10.452,3.29528536,56.78362304
"1864",7.551,1.737605804,51.67655804
"1865",9.952,2.866,52.29597897
"1866",8.46,2.777142857,60.14918624
"1867",8.346,2.549488055,56.68964048
"1868",7.45,2.365714286,52.49341601
"1869",6.446,2.492586491,51.72938885
"1870",2.105,1.411233701,52.29590098
"1871",5.98,2.139470014,52.66275949
"1872",6.643,2.102678571,51.79874991
"1873",7.141,2.342356688,58.91340418
"1874",7.193,2.626279863,55.8750649
"1875",2.671,2.051319648,53.73752514
"1876",4.077,2.070959264,56.88510251
"1877",1.152,2.894472362,52.75977782
"1878",6.015,2.455246914,50.72945722
"1879",0.345,1.604651163,52.29590098
"1880",3.523,1.88639201,53.86142554
"1881",6.786,2.81641791,54.72465007
"1882",1.994,2.507936508,56.80236901
"1883",8.925,3.205542725,55.36256906
"1884",8.045,2.455341506,54.87738491
"1885",5.062,2.193324061,53.10474701
"1886",11.08,2.965517241,55.54246109
"1887",7.861,3.062809917,56.42834599
"1888",1.819,2.606017192,59.37542711
"1889",8.634,2.469421488,57.4295953
"1890",7.384,2.716006885,55.11161653
"1891",10.83,3.071599045,57.92261772
"1892",3.089,2.310289389,58.87573957
"1893",4.402,3.574525745,56.07768869
"1894",8.113,2.64893617,54.86505698
"1895",7.999,2.04,50.97809517
"1896",10.245,3.297052154,54.98706654
"1897",7.607,1.743529412,50.26836073
"1898",9.319,2.255936675,55.51024718
"1899",9.74,2.601880878,55.29380133
"1900",9.009,1.87747958,54.37437053
"1901",0.474,1.227979275,61.07577167
"1902",4.788,2.946067416,55.7837176
"1903",11.502,3.037037037,56.95192685
"1904",0.534,2.59223301,56.46335531
"1905",9.069,3.132608696,55.54882649
"1906",2.748,2.505357143,54.22830331
"1907",7.131,1.83030303,53.97978181
"1908",6.841,2.177304965,55.76869345
"1909",7.53,2.957894737,53.82624925
"1910",4.506,2.306766917,55.86003784
"1911",7.243,1.744618395,50.71187878
"1912",3.372,2.338278932,52.60355227
"1913",9.341,3.37751004,58.78282356
"1914",7.412,3.024048096,56.05287136
"1915",0.015,1.070512821,52.68273334
"1916",2.768,2.417997097,52.59760402
"1917",0.612,1.826865672,57.08637845
"1918",9.116,3.112185687,56.58173678
"1919",8.941,3.251485149,56.1568226
"1920",7.588,2.296943231,57.89757799
"1921",3.813,2.373553719,51.81556256
"1922",3.403,1.621140143,57.55674728
"1923",10.187,2.942906574,56.10997364
"1924",7.559,2.837686567,53.29022385
"1925",5.504,3.088659794,52.03662792
"1926",8.97,3.219315895,54.28927593
"1927",9.452,3.209150327,53.58264228
"1928",4.933,2.040229885,50.67245439
"1929",2.854,1.06185567,50.75246544
"1930",1.124,1.550344828,54.05377034
"1931",2.774,2.071246819,53.29650925
"1932",6.711,2.116314199,53.66819215
"1933",9.124,3.446808511,57.36689043
"1934",2.823,3.023354565,55.44587318
"1935",7.735,3.134,54.99455454
"1936",6.71,4.024456522,54.88600164
"1937",9.546,2.275956284,55.41878091
"1938",1.641,2.202511774,52.75175952
"1939",3.038,3.072380952,56.30801444
"1940",5.441,3.473067916,54.17666311
"1941",10.571,3.478589421,61.26459348
"1942",3.548,1.845477387,52.21528558
"1943",3.762,1.982264666,55.27914053
"1944",5.905,2.346092504,55.03593307
"1945",6.433,2.166924266,51.49763668
"1946",1.442,3.121212121,53.80104666
"1947",6.324,2.52310231,57.8784008
"1948",2.63,3.006160164,51.65876472
"1949",7.224,1.987849332,50.71298062
"1950",7.057,2.960552268,54.48563389
"1951",2.454,2.699507389,59.2517553
"1952",6.139,2.180939227,51.53352945
"1953",2.372,3.182389937,53.83681898
"1954",2.165,3.060546875,56.02516376
"1955",3.896,2.507487521,54.87705815
"1956",1.47,1.512345679,55.45662222
"1957",0.934,2.544959128,56.37904996
"1958",0.496,1.319148936,53.55971428
"1959",4.172,1.92746114,51.59895977
"1960",11.276,2.899383984,60.72469768
"1961",4.645,2.481632653,54.9648039
"1962",1.066,2.061895551,57.63852997
"1963",4.747,1.886597938,54.23531907
"1964",0.184,1.611864407,55.45662222
"1965",7.993,2.17699115,57.86180984
"1966",5.824,2.089171975,51.87416477
"1967",0.28,1.308411215,59.17204406
"1968",5,1.907514451,51.41684439
"1969",11.443,3.479910714,57.80244674
"1970",4.551,1.720140515,50.25014265
"1971",2.958,2.041666667,60.96776471
"1972",6.438,2.308357349,63.05095751
"1973",6.471,2.291916168,60.22968258
"1974",3.558,2.853006682,56.96830234
"1975",7.526,3.431980907,52.13621629
"1976",8.263,2.218424963,59.47959194
"1977",3.612,2.601923077,54.87822939
"1978",6.041,3.108050847,54.63348305
"1979",9.755,3.754504505,58.79647621
"1980",5.913,2.3664,63.45811938
"1981",7.239,2.414383562,55.31934702
"1982",3.007,1.591695502,56.69595663
"1983",5.054,3.952631579,57.87716137
"1984",4.141,2.306497175,50.86714537
"1985",5.625,2.322259136,57.70345413
"1986",2.451,3.601382488,59.91865598
"1987",3.425,2.357262104,57.37463721
"1988",1.873,2.249253731,50.27577762
"1989",9.186,2.415451895,55.08611355
"1990",5.882,2.550239234,55.57370907
"1991",6.709,2.536704731,53.68694119
"1992",2.783,1.676535088,56.16616711
"1993",4.621,1.9125,52.71748331
"1994",8.697,2.818511797,56.33883003
"1995",4.416,2.414710485,54.65967202
"1996",3.204,2.646748682,57.56700889
"1997",0.969,1.730357143,51.14063066
"1998",5.528,2.427432217,52.51023023
"1999",0.437,2.03255814,52.69259414
"2000",0.036,1.826865672,54.0898086
"2001",0.664,1.355102041,59.17204406
"2002",0.006,2.538336052,56.00025188
"2003",4.729,3.474501109,58.56309979
"2004",7.401,2.399691358,51.72497377
"2005",0.372,1.56302521,53.24626453
"2006",4.378,1.896976484,52.46633374
"2007",7.446,1.794326241,52.04430758
"2008",3.568,2.09672619,50.42323711
"2009",0.792,1.643153527,62.49983978
"2010",2.128,1.986449864,52.70168002
"2011",2.842,2.499111901,54.27603046
"2012",1.996,3.688346883,54.80846071
"2013",7.087,2.277091907,62.5772529
"2014",1.326,1.838709677,51.47013207
"2015",4.837,1.801061008,51.22651978
"2016",5.344,2.207407407,55.599698
"2017",6.51,1.923387097,57.54836968
"2018",3.259,2.064285714,53.38023416
"2019",4.81,2.008010681,54.65286823
"2020",8.907,2.758426966,58.19854433
"2021",4.398,2.591474245,56.91572587
"2022",5.7,2.5,52.22251852
"2023",6.033,1.278855975,55.48414165
"2024",5.591,2.116459627,56.60197341
"2025",9.894,2.798969072,61.28824884
"2026",3.86,1.653688525,56.22512896
"2027",1.754,1.136244541,56.98243102
"2028",0.014,1.047520661,49.07286955
"2029",9.324,2.771480804,57.01917307
"2030",1.404,1.192863212,53.55971428
"2031",10.33,3.435064935,60.29216434
"2032",8.602,3.2,56.73042144
"2033",8.653,3.913793103,59.20853525
"2034",7.237,2.932330827,58.16640133
"2035",2.77,3.092715232,57.85155366
"2036",2.738,2.048640916,52.51459987
"2037",5.778,2.256637168,56.36702032
"2038",2.548,2.15625,51.85727729
"2039",1.183,2.38028169,56.81390192
"2040",0.712,2.211180124,52.99176348
"2041",5.5,2.314381271,52.58897487
"2042",2.849,2.099697885,53.00407865
"2043",2.137,1.480825959,55.27023404
"2044",2.689,1.607025247,55.31669419
"2045",6.248,2.276661515,51.72808744
"2046",4.518,2.611290323,53.12697897
"2047",5.16,2.463768116,58.61683031
"2048",1.09,2.003676471,57.13454335
"2049",1.451,2.833984375,53.25089302
"2050",5.365,3.216783217,57.21366423
"2051",4.38,2.555369128,53.79577515
"2052",11.16,3.044776119,54.62333285
"2053",4.266,1.760180995,54.47856136
"2054",2.215,2.788732394,55.81624613
"2055",4.138,2.021108179,53.57011333
"2056",3.37,3.081818182,56.72021035
"2057",1.719,2.102815177,55.51491224
"2058",1.811,2.77245509,53.69290347
"2059",5.369,1.716186253,54.88613114
"2060",2.953,1.687123947,53.08941354
"2061",5.48,3.666666667,54.49082026
"2062",0.043,1.630747126,51.96054481
"2063",1.429,1.859557867,55.7700647
"2064",0.002,1.040076336,55.51497106
"2065",2.551,3.082840237,56.54816555
"2066",0.984,1.929018789,55.03597858
"2067",5.978,2.889097744,53.47177736
"2068",8.996,2.469244288,54.58718437
"2069",3.73,2.98019802,51.00576472
"2070",2.887,1.542586751,52.37754163
"2071",4.631,2.108108108,54.36435496
"2072",0.546,1.602941176,53.36780512
"2073",4.941,2.087431694,52.1532236
"2074",0.121,1.070512821,49.07286955
"2075",4.313,2.547794118,57.25594086
"2076",2.872,2.501408451,52.40532935
"2077",6.091,2.27700831,51.05206302
"2078",6.777,2.385321101,53.78143029
"2079",1.104,2.264344262,52.37785626
"2080",0.605,3.040201005,54.79700532
"2081",0.061,1.711656442,50.96412823
"2082",1.076,2.523364486,60.04347847
"2083",6.461,3.772182254,55.17657318
"2084",1.619,1.951807229,52.18143507
"2085",4.386,2.025265957,51.20234372
"2086",3.546,1.644768856,55.83936462
"2087",3.416,2.865234375,55.44114132
"2088",2.687,2.451838879,56.49433898
"2089",0,2.440414508,53.42649614
"2090",7.148,2.186170213,57.27746716
"2091",7.084,2.323188406,53.63577176
"2092",1.505,2.396496815,60.13277938
"2093",0.137,1.194915254,56.98243102
"2094",3.712,2.746924429,58.39874849
"2095",0.161,0.892473118,52.68273334
"2096",4.154,2.475862069,56.27852332
"2097",3.521,3.213186813,53.97777641
"2098",2.261,2.123404255,53.25392659
"2099",3.543,1.839053254,55.87884302
"2100",2.616,1.354623451,53.36780512
"2101",2.825,2.238571429,51.28304167
"2102",1.619,2.769230769,55.08418564
"2103",0.068,2.016393443,53.13276982
"2104",5.291,1.207782101,54.74113802
"2105",4.37,2.454983923,55.87221244
"2106",2.874,2.622018349,63.4353625
"2107",2.539,1.232441472,56.08046057
"2108",5.441,2.917948718,55.88921986
"2109",1.53,1.76355248,57.08637845
"2110",1.893,2.279411765,51.41050094
"2111",0.122,1.026548673,49.07286955
"2112",6.284,3.388758782,54.52900082
"2113",4.106,2.123853211,54.30419375
"2114",1.091,1.824120603,58.43361122
"2115",5.614,2.944111776,53.41285667
"2116",0.03,1.705596107,57.1396078
"2117",0.978,1.635451505,57.78288767
"2118",3.858,2.643109541,56.50125409
"2119",1.427,1.811944091,51.84714356
"2120",2.158,2.241134752,58.91190975
"2121",5.537,2.425795053,51.35219929
"2122",2.64,2.245585875,56.62527951
"2123",3.723,1.979977753,55.14848774
"2124",3.878,4.111111111,53.94252053
"2125",4.134,2.031290743,52.11921509
"2126",3.16,3.055335968,54.52294648
"2127",3.496,4.193939394,59.16810089
"2128",5.888,1.840543881,51.86470385
"2129",5.401,1.972972973,56.8381039
"2130",5.535,2.747663551,55.14545456
"2131",0.702,1.705596107,50.85750627
"2132",4.201,3.954301075,57.99043425
"2133",4.13,1.67958951,52.52172851
"2134",0.628,1.374449339,51.48557157
"2135",9.08,3.672209026,63.08054279
"2136",10.713,3.03992016,62.50230709
"2137",8.54,3.11627907,57.77437591
"2138",9.049,3.355289421,59.82348288
"2139",8.75,3.412526998,59.27586599
"2140",7.911,3.543735225,56.09201082
"2141",9.03,3.043568465,64.35727373
"2142",9.007,3.358722359,65.06131549
"2143",10.899,3.277246654,60.0053521
"2144",10.658,3.035523979,61.37840519
"2145",11.164,3.444180523,60.41564678
